group,year,point,a,b,c,d,e,w,type,dimx,dimy,dist,udist,wdist,clusters,clusterg,id,phase,rweight,rel,det.ord,pos
3,1966,facultad de economia,-0.5203500858229518,-0.703269072235519,-0.06102650511009055,0.18409162239047824,0.4353808482212909,0.04570236852656328,row,40.31381051828632,28.172459263867054,0.8960834556776904,2.2352575236758416,0.13856959437000838,3,1,facultad de economia,1966,NA,NA,NA,0.5714285714285714
1,1966,eneo,0.22807690625377303,-0.08718632496200461,1.2242721524826876,-0.7377866466065673,0.3939517720845139,0.01680788555579259,row,40.31381051828632,28.172459263867054,1.450100675705735,2.545514966346446,0.15879441883611545,1,5,eneo,1966,NA,NA,NA,0.6428571428571429
1,1966,facultad de derecho,-0.550362091827068,-0.6108372233260257,0.14533758473934222,-1.2062209479013704,-0.22754196691395803,0.09551624812199934,row,40.31381051828632,28.172459263867054,1.4670080211828636,2.538781456586041,0.1509862755233886,1,3,facultad de derecho,1966,NA,NA,NA,0.6785714285714286
1,1966,facultad de arquitectura,-0.9315926174597754,0.420257920061084,0.45535561567088545,-0.9497550161782936,-0.09501447198439655,0.09372627257087894,row,40.31381051828632,28.172459263867054,1.4676051416366958,2.5521052765049475,0.15745857552205955,1,3,facultad de arquitectura,1966,NA,NA,NA,0.7142857142857143
1,1966,facultad de contaduria y administracion,-0.6884552807976136,-0.7905597134892294,-0.3375651950410895,-0.8697505727405386,-0.00705345886682917,0.09871210538640512,row,40.31381051828632,28.172459263867054,1.4033430278930086,2.5125120858237575,0.1492349201882904,1,3,facultad de contaduria y administracion,1966,NA,NA,NA,0.75
1,1966,enap,-2.3221268523968206,4.838290287076708,-0.5373025119238373,0.4885446624649143,0.00445607958625366,0.02949925844318371,row,40.31381051828632,28.172459263867054,5.4155974644711,5.81535335382842,0.4054518391356587,1,4,enap,1966,NA,NA,NA,0.7857142857142857
1,1966,facultad de ciencias,0.3072945852598275,0.08970147026539294,0.7145655619376485,-1.1346529076405638,-1.361999741738974,0.06917453199312716,row,40.31381051828632,28.172459263867054,1.3785925718000354,2.4993006494855674,0.15458743106977124,1,5,facultad de ciencias,1966,NA,NA,NA,0.8214285714285714
2,1967,facultad de quimica,1.6444338260277718,-0.20945695623388644,-1.3135968632689763,-0.1251054230826134,1.0029902304444651,0.07599114366107389,row,38.57973402385694,26.355928632835628,2.1187786365672734,2.9949057220620476,0.19593085253735015,2,4,facultad de quimica,1967,NA,NA,NA,0.21428571428571427
2,1967,fo,2.81285021880229,0.87033744281843,-1.6114821139173503,-1.163555198770335,-0.9219412012776532,0.03735693945773034,row,38.57973402385694,26.355928632835628,3.5525130431637857,4.146869378712272,0.2804185354662715,2,4,fo,1967,NA,NA,NA,0.25
4,1967,escuela nacional de musica,-0.08143996865390894,-1.121125378079388,0.5249231531656399,2.529521092886106,1.0521880168946005,0.01609667731298286,row,38.57973402385694,26.355928632835628,2.817370379973687,3.569095837618594,0.23489372422342283,4,3,escuela nacional de musica,1967,NA,NA,NA,0.3928571428571429
4,1967,facultad de ingenieria,-0.6279635086251208,-1.3047689288703337,-0.8267348910278419,0.7920802738546894,-0.8555008060446161,0.13403658751516404,row,38.57973402385694,26.355928632835628,1.8459799203086549,2.8264878029531855,0.17350519719197402,4,4,facultad de ingenieria,1967,NA,NA,NA,0.42857142857142855
4,1967,ffyl,-0.4531060058607455,-0.16065427822476924,0.730089529783896,1.2179443364791491,3.0802630786599683,0.05125978002898971,row,38.57973402385694,26.355928632835628,1.4991777672846889,2.6304836043912796,0.1647963518751326,4,1,ffyl,1967,NA,NA,NA,0.4642857142857143
4,1967,fmvz,0.82133386753688,-0.11248187061698528,-1.3136866167685923,1.2767137288673462,0.8440361913625889,0.03800976711428384,row,38.57973402385694,26.355928632835628,2.010724239107854,2.8992589451288446,0.19346560602229745,4,4,fmvz,1967,NA,NA,NA,0.5
